year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2015,"New York, NY","16000US3651000","Chemical Engineering","140701","Bachelor's Degree","5",186
2013,"New York, NY","16000US3651000","Chemical Engineering","140701","Bachelor's Degree","5",141
2014,"New York, NY","16000US3651000","Chemical Engineering","140701","Bachelor's Degree","5",178
2015,"New York, NY","16000US3651000","General Civil Engineering","140801","Bachelor's Degree","5",255
2013,"New York, NY","16000US3651000","General Civil Engineering","140801","Bachelor's Degree","5",228
2014,"New York, NY","16000US3651000","General Civil Engineering","140801","Bachelor's Degree","5",236
2015,"New York, NY","16000US3651000","General Computer Engineering","140901","Bachelor's Degree","5",79
2013,"New York, NY","16000US3651000","General Computer Engineering","140901","Bachelor's Degree","5",73
2014,"New York, NY","16000US3651000","General Computer Engineering","140901","Bachelor's Degree","5",80
2015,"New York, NY","16000US3651000","Electrical & Electronics Engineering","141001","Bachelor's Degree","5",209
2013,"New York, NY","16000US3651000","Electrical & Electronics Engineering","141001","Bachelor's Degree","5",217
2014,"New York, NY","16000US3651000","Electrical & Electronics Engineering","141001","Bachelor's Degree","5",210
2015,"New York, NY","16000US3651000","Engineering Mechanics","141101","Bachelor's Degree","5",1
2013,"New York, NY","16000US3651000","Engineering Mechanics","141101","Bachelor's Degree","5",1
2014,"New York, NY","16000US3651000","Engineering Mechanics","141101","Bachelor's Degree","5",1
2015,"New York, NY","16000US3651000","Engineering Physics & Applied Physics","141201","Bachelor's Degree","5",26
2013,"New York, NY","16000US3651000","Engineering Physics & Applied Physics","141201","Bachelor's Degree","5",21
2014,"New York, NY","16000US3651000","Engineering Physics & Applied Physics","141201","Bachelor's Degree","5",21
2015,"New York, NY","16000US3651000","Environmental Health Engineering","141401","Bachelor's Degree","5",41
2013,"New York, NY","16000US3651000","Environmental Health Engineering","141401","Bachelor's Degree","5",32
2014,"New York, NY","16000US3651000","Environmental Health Engineering","141401","Bachelor's Degree","5",34
2015,"New York, NY","16000US3651000","Mechanical Engineering","141901","Bachelor's Degree","5",354
2013,"New York, NY","16000US3651000","Mechanical Engineering","141901","Bachelor's Degree","5",276
2014,"New York, NY","16000US3651000","Mechanical Engineering","141901","Bachelor's Degree","5",305
2015,"New York, NY","16000US3651000","Naval Architecture & Marine Engineering","142201","Bachelor's Degree","5",25
2013,"New York, NY","16000US3651000","Naval Architecture & Marine Engineering","142201","Bachelor's Degree","5",67
2014,"New York, NY","16000US3651000","Naval Architecture & Marine Engineering","142201","Bachelor's Degree","5",73
2015,"New York, NY","16000US3651000","Construction Engineering","143301","Bachelor's Degree","5",5
2013,"New York, NY","16000US3651000","Construction Engineering","143301","Bachelor's Degree","5",7
2014,"New York, NY","16000US3651000","Construction Engineering","143301","Bachelor's Degree","5",8
2015,"New York, NY","16000US3651000","Industrial Engineering","143501","Bachelor's Degree","5",34
2013,"New York, NY","16000US3651000","Industrial Engineering","143501","Bachelor's Degree","5",26
2014,"New York, NY","16000US3651000","Industrial Engineering","143501","Bachelor's Degree","5",24
2015,"New York, NY","16000US3651000","Operations Research","143701","Bachelor's Degree","5",86
2013,"New York, NY","16000US3651000","Operations Research","143701","Bachelor's Degree","5",124
2014,"New York, NY","16000US3651000","Operations Research","143701","Bachelor's Degree","5",125
2015,"New York, NY","16000US3651000","Electrical, Electronic, & Communications Engineering Technology","150303","Bachelor's Degree","5",12
