year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2014,"New York, NY","16000US3651000","Other Multidisciplinary Studies","309999","Research Doctorate","17",7
2015,"New York, NY","16000US3651000","General Parks, Recreation, & Leisure Facilities Management","310301","Research Doctorate","17",1
2015,"New York, NY","16000US3651000","Kinesiology & Exercise Science","310505","Research Doctorate","17",1
2013,"New York, NY","16000US3651000","Kinesiology & Exercise Science","310505","Research Doctorate","17",1
2015,"New York, NY","16000US3651000","Philosophy","380101","Research Doctorate","17",32
2013,"New York, NY","16000US3651000","Philosophy","380101","Research Doctorate","17",51
2014,"New York, NY","16000US3651000","Philosophy","380101","Research Doctorate","17",37
2015,"New York, NY","16000US3651000","Religious Studies","380201","Research Doctorate","17",19
2013,"New York, NY","16000US3651000","Religious Studies","380201","Research Doctorate","17",23
2014,"New York, NY","16000US3651000","Religious Studies","380201","Research Doctorate","17",12
2015,"New York, NY","16000US3651000","Judaic Studies","380206","Research Doctorate","17",9
2013,"New York, NY","16000US3651000","Judaic Studies","380206","Research Doctorate","17",11
2014,"New York, NY","16000US3651000","Judaic Studies","380206","Research Doctorate","17",7
2015,"New York, NY","16000US3651000","Religious Education","390401","Research Doctorate","17",2
2013,"New York, NY","16000US3651000","Religious Education","390401","Research Doctorate","17",4
2015,"New York, NY","16000US3651000","Theological Studies","390601","Research Doctorate","17",13
2013,"New York, NY","16000US3651000","Theological Studies","390601","Research Doctorate","17",14
2014,"New York, NY","16000US3651000","Theological Studies","390601","Research Doctorate","17",12
2015,"New York, NY","16000US3651000","Rabbinical Studies","390605","Research Doctorate","17",2
2015,"New York, NY","16000US3651000","Talmudic Studies","390606","Research Doctorate","17",22
2013,"New York, NY","16000US3651000","Talmudic Studies","390606","Research Doctorate","17",23
2014,"New York, NY","16000US3651000","Talmudic Studies","390606","Research Doctorate","17",14
2015,"New York, NY","16000US3651000","Astronomy","400201","Research Doctorate","17",5
2013,"New York, NY","16000US3651000","Astronomy","400201","Research Doctorate","17",5
2014,"New York, NY","16000US3651000","Astronomy","400201","Research Doctorate","17",5
2015,"New York, NY","16000US3651000","General Chemistry","400501","Research Doctorate","17",52
2013,"New York, NY","16000US3651000","General Chemistry","400501","Research Doctorate","17",52
2014,"New York, NY","16000US3651000","General Chemistry","400501","Research Doctorate","17",50
2015,"New York, NY","16000US3651000","Polymer Chemistry","400507","Research Doctorate","17",6
2014,"New York, NY","16000US3651000","Polymer Chemistry","400507","Research Doctorate","17",5
2015,"New York, NY","16000US3651000","General Geology & Earch Science","400601","Research Doctorate","17",22
2013,"New York, NY","16000US3651000","General Geology & Earch Science","400601","Research Doctorate","17",23
2014,"New York, NY","16000US3651000","General Geology & Earch Science","400601","Research Doctorate","17",17
2015,"New York, NY","16000US3651000","General Physics","400801","Research Doctorate","17",47
2013,"New York, NY","16000US3651000","General Physics","400801","Research Doctorate","17",44
2014,"New York, NY","16000US3651000","General Physics","400801","Research Doctorate","17",48
2015,"New York, NY","16000US3651000","Materials Science","401001","Research Doctorate","17",1
2013,"New York, NY","16000US3651000","Materials Science","401001","Research Doctorate","17",3
